,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,helpful_rate,product_type,0,0
866,7718,US,16393675,R33I5JJJRZ9U4U,B00BIFAER0,955350284,dr. brown's prevent classic pacifier,Baby,2,2,2,N,Y,My son uses Dr Brown's bottles for every feeding. ...,"My son uses Dr Brown's bottles for every feeding. So I bought these pacifiers for him but he rejected them and still only take<br />Philips 2 Pack AVENT Soothie Pacifier, Blue, 0-3 Months",2014-10-19,1.0,pacifier,0.535552915006362,0.0012436888719148797
867,9707,us,16399818,rrat95phhzcp5,b003ck3ldi,392768822,wubbanub infant pacifier - giraffe,baby,5,0,0,n,y,five stars,my granddaughter would hug the giraffe but wasn't much interested in the pacifier.,2014-07-12,0.0,pacifier,0.17899553825278597,0.03262796696487362
868,7945,US,16399818,R10572SJ9FURSB,B003PCYMP4,911821018,wubbanub lamb infant pacifier,Baby,2,0,0,N,Y,A favorite with babies,"A favorite with babies.  When they want their pacifier, they feel around for the animal and find it on their own.",2014-10-05,0.0,pacifier,0.9830748981379037,0.022353380374382607
869,8954,us,16444631,r1ohuljgy45i1j,b003zfprhs,449644254,ozeri turtlemeter the baby bath floating turtle toy and bath tub thermometer,baby,5,0,0,n,y,so neat!,i love this thing; it's so cool how it turns on as soon as it touches water! i think my baby will love it too once he's old enough to enjoy baths and play with toys. the only downside is that it remains lit up if not properly dried off and i worry that the batteries will die quickly.,2014-08-22,0.0,pacifier,0.9470769143741367,0.9782984491464038
870,8971,us,16444631,r25zqs3jp3w1iz,b006zsygow,475971078,aden by aden + anais muslin swaddle blanket 4 pack,baby,5,0,0,n,y,great for swaddling in warm weather,"very cute blankets and great for swaddling in warm weather. our baby won't sleep unless he is swaddled but the weather has been so hot that our house gets to 80 degrees even with the air conditioner on!  with these blankets we can still swaddle him when it's warm and he can sleep well without us worrying about him overheating.  they are nice and big too, much better for swaddling than all of our other blankets.  my only complaint is that they are pretty expensive for basically big pieces of muslin fabric but we have definitely gotten our moneys worth this summer.",2014-08-22,0.0,pacifier,0.9993770791366314,0.9997530484289877
871,15431,us,16452189,r26mijesm2h15d,b002sw3cm6,164525914,aden + anais 3 pack muslin washcloths,baby,3,0,0,n,y,soft and big,love the material and softness of these washcloths. they are a nice large size; could also be used as burb cloths.,2013-01-08,0.0,pacifier,0.9677985584217376,0.14508374987177297
872,15381,US,16452189,R3JIKL17BGH4KE,B004OFGPL0,626585865,"original hevea non-toxic, natural rubber star & moon pacifier, orthodontic, 0-3 months, plastic-free",Baby,5,1,2,N,Y,Love the natural rubber,Great natural alternative to the silicone pacifier; comfortable fit that baby seems to prefer in comparison to other brands. Recommend,2013-01-08,0.5,pacifier,0.9878867203578465,0.9427693161691144
873,2131,US,16475984,RO00IKSF9I6FS,B00TA1JX3A,290876515,xtava rimini 1800w professional ionic ceramic hair dryer - reduce drying time and frizz with advanced ionic technology - bring the salon blowout to your home - 2 speeds and 3 heat settings - lightweight and ergonomic (blue),Beauty,4,0,0,N,N,This is a nice hair dryer I really like the color to it,This is a nice hair dryer I really like the color to it. It looks fabulous. The hair dryer it self is light weight. I like to use it without the attachment because usually it works faster than with it but that is just because I have long hair that has tangling issues. The hair dryer gets hot enough to dry your hair fast and it will look great. It has a nice long cord to it that doesn't get tangled up either. I received this as a gift to share my experiences while using this product.,2015-03-04,0.0,hair_dryer,0.9972412403284555,0.9984498695945507
874,2191,US,16475984,RWDU9UF3KDO4H,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),Beauty,5,0,0,N,N,This is a great hair dryer and is a lot lighter than the ...,This is a great hair dryer and is a lot lighter than the clunky old one I used to have. It looks great and helps my morning routine go a lot faster. I am able to dry my hair quickly and I love the attachment that it comes with to be able to focus all the hot air on one section of hair at a time as I am brushing it out. When I use the attachment it makes my hair look a lot better as well than without using it. This is a powerful hair dryer it isn't the most powerful hair dryer I have ever seen but definitely a very good one. It is very powerful and dries my hair quickly which is awesome since I have really long hair. It is a nice sleek hair dryer so it fits nicely into my hair dryer holder and looks really nice as well. I received this as a gift to share my experiences while using this product.,2015-03-01,0.0,hair_dryer,0.952275118576234,0.9999963607334732
875,3291,US,16554101,RLS3L97KV8BAP,B001AS52FY,119280615,pacifier billy bob pirate black & skull,Baby,5,0,0,N,Y,Five Stars,Ok,2015-04-07,0.0,pacifier,0.25935386102555424,0.25935386102555424
876,3294,US,16554101,R1C4H0CGS74OJ6,B000AKB4IM,295960359,the original billy-bob teeth two front teeth pacifier,Baby,5,0,0,N,Y,Five Stars,Ok,2015-04-07,0.0,pacifier,0.25935386102555424,0.25935386102555424
877,3217,US,16645985,R1RKLNFDVED3VV,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,Five Stars,I Love it,2015-04-12,0.0,pacifier,0.25935386102555424,0.6753232054895377
878,3222,US,16645985,R1JQNJ1JJ8F1IC,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Y,Five Stars,Love it,2015-04-12,0.0,pacifier,0.25935386102555424,0.6753232054895377
879,11000,US,16694269,RWALFOYCQA0Y3,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,NICU approved,Absolutely love these. These are what the NICU provided for my preemie and they are the absolute best. I love that they come in cute colors!,2014-02-27,0.0,pacifier,0.25935386102555424,0.5154574287684611
880,11001,US,16694269,R1NP28DY5JYPRD,B00AJF7QIK,572944212,wubbanub soft toy and pacifier,Baby,4,0,0,N,Y,Not great for newborns,I love wubbanubs. My only issue with them seems to be something that will go away as my daughter gets older. She is a couple months old and loves to move her arms well she gets her arm against the stuffed animal part and rips it out of her mouth which causes a mad baby. But I'm sure as she ages this will be less and less of a problem,2014-02-27,0.0,pacifier,0.9986373852842999,0.06717950394270263
881,6830,us,16697240,r3ff0cgpzqdymb,b0006512k6,94131068,arm's reach co-sleeper bassinet mini sheet,baby,4,0,0,n,n,i wish they offered organic co-sleeper sheets. but at ...,"i wish they offered organic co-sleeper sheets.  but at this point, my son was sleeping on his back so i wasn't too concerned about him sleeping face-first in non-organic cotton bedding.",2014-12-05,0.0,pacifier,0.02427581054264013,6.536541109685508e-05
882,6814,us,16697240,r1z1dyq61spjot,b00l2fpbxs,829719060,"amber teething necklace for babies (unisex) - anti flammatory, drooling & teething pain reduce properties - certificated natural oval baltic jewelry with the highest quality guaranteed.",baby,1,1,4,n,y,"some people swear by them, some say it's a ...","some people swear by them, some say it's a crock.  it didn't seem to make a difference on my baby.",2014-12-05,0.25,pacifier,0.05383081731817225,0.0007098339693829318
883,13871,us,16785812,r1o9wj4ee5omrc,b005lkqchy,626372868,sleep buddy ~ sleep training system for toddlers & pre-schoolers,baby,4,1,2,n,y,great for 3yrs and up,"this product makes intuitive sense to an older toddler/young child, as it lights up like a night light when it is bedtime, and the light goes out when it's time to wake up. we don't use the nap setting, but it has successfully kept our kiddo in bed until the light goes out at 7 am. the light glows a soft, soothing blue tone. the book was helpful in introducing the whole concept. we purchased this one, as the other sleep clocks seemed to be either cheaply made or battery-only.  it would be nice if there was a battery back up for power outages, but that is our only complaint.",2013-07-06,0.5,pacifier,0.99344958820306,0.826097119659587
884,13762,us,16785812,ry92ihmmi27sz,b003odzpi2,827224227,my brest friend original pillow,baby,4,1,1,n,y,this trumps it's competition for sure,"i wish i had this when i got home from the hospital. i ended up ordering it after using the boppy for a few weeks and having trouble with latch and positioning as a result. if i were to do it again, i would have it ahead of baby's arrival and even take to the hospital. it is ergonomically correct and works great. be prepared that it is a short window that you will use it - but when you need it, you need it, and it is money well spent in light of the pain of a poor latch and visits with lactation specialists to correct breastfeedling problems.",2013-07-06,1.0,pacifier,0.3190350465970698,0.40316885229700056
885,1987,US,16787862,R17XC4S20Q29BX,B0081ZOWC8,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1,0,0,N,Y,One Star,Our baby does not accept it,2015-05-28,0.0,pacifier,0.25935386102555424,0.5736872780956401
886,1977,US,16787862,R2OIY0TB3SSCD2,B00IOGIF5E,504109012,"mam love & affection orthodontic pacifier, i love daddy, girl, 0-6 months, 2-count",Baby,5,0,0,N,Y,Five Stars,Our baby finally seems to love these,2015-05-28,0.0,pacifier,0.25935386102555424,0.9608466903693528
887,18461,US,16824405,R1M06B3A6725W1,B001AVNK6E,93476192,natursutten bpa-free natural rubber pacifier,Baby,3,4,6,N,N,"great idea, design flaws (for my baby anyway)","I loved the idea of this pacifier, enough to shell out the money it cost.  We started my baby on the soothie but he never could keep it in his mouth.  After experimenting with a cheap-o luvs orthodontic pacifier I decided the orthodontic shape would work much better.      First off, the rubber discolored when I sterilized it.  I don't know if that makes a difference, but it came out with a white tinge to it.  He took it right away and the shaped nipple helped keep it in but because the shield hits his nose, it still falls out easily.  The shields that are shaped to the face seem to help him keep it in more easily.  Another flaw is that the loop sticks out from his face, and since my son grabs at everything he can, he keeps pulling it out of his mouth.      Maybe if he wasn't in such a grabby stage or was more able to keep it in his mouth I would have liked it better.  We ended up getting a MAM [[ASIN:B00211NRF6 Sassy Mam Mini Trends Silicone Pacifier - Size 1 - 0-6 months - boy colors]] and he loves it.  It isn't all natural but it is BPA free, and very very pretty.",2009-08-10,0.6666666666666666,pacifier,0.6574545972525282,0.9115238334446141
888,18462,US,16824405,R3CK3S671FY0WL,B000JOQMO0,838023597,"the first years newborn soothie pacifiers, 2-pack",Baby,3,3,3,N,N,"I'm sure it is great for some, didn't work for us","We started out with this pacifier as our doula recommended it and said it was the most compatible with breast feeding.  My son took it and it certainly helped in those early days where he wanted to suck 24-7.  He never could keep it in his mouth though which I chalked up to being so little and perhaps not convinced that he loved the pacifier.  I wasn't convinced I wanted him to love it so that was OK.     Then at 1 month he would scream whenever we gave it to him so we quit.  At 3 months though he started sucking on everything and we broke out the pacifier again.  He could hold it in his mouth for a little while but without careful attention it gets pushed out.  Now at 3.5 months we need a pacifier so that my husband might have a chance of putting the baby to bed when I'm not here to nurse him down.  The soothie falls out so fast that there is no chance it could work to do anything but comfort him when he is really upset.      With some experimentation we have discovered that he needs   a) the shield that is molded to the face.  The soothie shield (and the natursutten [[ASIN:B001AVNK6E Natursutten All-Natural Rubber Orthodontic Pacifier, 0-6 months]] that we tried) bumps up against his nose and gravity makes it more likely to fall out.    b) a more shaped nipple.  The orthodontic ones work but so does the MAM [[ASIN:B00211NRF6 Sassy Mam Mini Trends Silicone Pacifier - Size 1 - 0-6 months - boy colors]] nipple (which is shaped like a bulb but theoretically compresses to an orthodontic shape, though it doesn't really when I tried it. )  The bulb shape of the MAM seems to be enough to keep it behind his gums which seems to help it stay in too.    We just tried out the MAM and he kept it in his mouth for 30 minutes before pushing it out with his tongue (while playing)!  It also has no top/bottom like the soothie so it is easier to get in his mouth in the dark.    Pacifiers are cheap (except for the Natursutten) so it isn't a big deal to try a few different ones--just because one baby does well with one doesn't mean another one will or won't.  But for us, the MAM worked much better.  I'm wondering if we should have tried it earlier--perhaps it would have been helpful in those fussy early months where he wouldn't take the soothie.",2009-08-10,1.0,pacifier,0.7799334505538934,0.5497201876609573
889,499,US,16839148,R36GVO8KWSP973,B00AWT8DIU,78936330,"mam monsters orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Y,Five Stars,These are cute and my son loves them.  What more could I ask for?,2015-08-07,0.0,pacifier,0.25935386102555424,0.7107558431316852
890,494,US,16839148,R1NJ7BTSAAU4L7,B00352M1RA,932874238,"mam 2 pack original silicone pacifier, 0-6 months, colors may vary",Baby,3,0,0,N,Y,"I am sure these are great, but my son did just fine from day ...","I am sure these are great, but my son did just fine from day one with the bigger pacifiers.  I don't see a need for these and he didn't care for them.",2015-08-07,0.0,pacifier,0.8643239490978467,0.1362502031761887
891,15834,US,16908562,R2CSZVYH2RBLMD,B004NISGUG,254473881,personalized pacifiers,Baby,5,0,0,N,Y,Skull Pacifer,"Surprised our daughter-in-law at her baby shower. She used the skull in a lot of her decorating, so this was a fitting gift.",2012-11-26,0.0,pacifier,0.25935386102555424,0.00718698720272606
892,15833,US,16908562,R3GHK10JM47NGP,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,0,0,N,Y,Freeflow Pacificer,Great colors--requested by soon-to-be-mother. Should be better for baby not to swallow air like old pacifers. Ordered several so there will always be a spare.,2012-11-26,0.0,pacifier,0.25935386102555424,0.3587487247648105
893,18527,us,16935204,ral958g9x5hpn,b000kjwy0u,305127545,playtex fridge to go bottle tote - double,baby,5,0,0,n,y,size matters!,holds cold very well for breast milk but just not large enough. if slightly larger it would be perfect.,2008-12-26,0.0,pacifier,0.9965613968051823,0.14387752165680903
894,18523,us,16935204,r3t44v8z7kzjxr,b000bydxli,465528516,summer infant sure & secure single bedrail blue,baby,4,0,0,n,y,piece of mind,"works great, easy to use but wish it held under the mattress a bit better.",2008-12-26,0.0,pacifier,0.8139356164500162,0.9998716812616025
895,18650,us,16936388,r105by9hikeual,b0019cjb08,32145562,the children's place newborn monkey stretchie sizes 0 - 12m,baby,5,1,1,n,n,"great fit, excellent product!","i love these pj's! they are very cute, thin like a t-shirt, and stretchy enough they can be worn longer than a typical garment. you will not be dissatisfied.     as for the zipper, it does stick a little at first, but after a few washings its just fine. i have not seen pj's like this bigger than 9 mos, so i was thrilled these go up to 24 mos.     ps. shipping takes forever!",2008-08-09,1.0,pacifier,0.9996107744369975,0.8092467333360585
896,18664,us,16936388,r3omzde2u9k96l,b00005blbp,553577654,"learning curve meal mates colored soft bite spoons, 5 pack (discontinued by manufacturer)",baby,5,0,0,n,y,best baby spoons you can buy!,these spoons are awesome!  they are actually like a spoon in the fact that they hold watery baby cereal or food.  the gerber spoons are almost totally flat and just make a very frustrating mess.  i threw all my gerber spoons away when these arrived.    the only bummer is that shipping is almost the same price as the spoons - but it is so worth it!  excellent product!,2008-08-09,0.0,pacifier,0.9956298880370652,0.7676415458040547
897,8568,US,16970645,R2XBGP304L5DHM,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,0,0,N,Y,Best hair dryer of this kind I have ever bought.,"I love the compact, lightweight design and 3 different heat settings & cold shot. Great for a small apartment. I've been using this dryer at least once a week for the past 4 months and have had no problems so far. Attachment helps focus the air flow and is a nice addition. Only complaint so far is that the plug is a bit too smooth, so it's hard to handle when I have hair product on my hands.",2012-12-26,0.0,hair_dryer,0.22195290692381545,0.07546449492641695
898,8569,US,16970645,R2E91TJERJ8Z6H,B000BFJJ7E,346326614,conair ionic conditioning 1875 watt cord-keeper hair dryer w/ retractable cord and folding handle,Beauty,5,0,0,N,N,great while it lasted (over 4 years),"I bought this from Duane Reade over 4 years ago. I loved the compact design, it was perfect for my tiny apartment and the cold shot worked well. It served me well for over 4 years before the GFCI plug crapped out. A replacement plug head was more expensive than the dryer and would have required some soldering or wire splicing or something, so I gave up on it.",2012-12-26,0.0,hair_dryer,0.9935608755283469,0.08504443518416244
899,4186,US,16984355,R21MQHQ1ENZCBS,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,Loved them so much I give them as gifts.,"Love these. Rather than buying separate stuffed animals and pacifiers/nooks, this gives the baby something to hold onto, helps them find it when upset, and are generally just awesome. This particular one was for a gift and they love it.",2015-03-02,0.0,pacifier,0.7262197447617178,0.9946669386980832
900,4201,US,16984355,R8Q09EFHFOJCN,B00O2KV5E4,478654663,wubbanub infant pacifier - reindeer,Baby,5,1,1,N,Y,Cutest moose ever.,"Love the holiday moose. The plaid accents are really cute, and this one feels slightly higher quality construction compared to the already high quality of other Wubbanubs. Purchased as a replacement to our first Wubbanub which lasted nearly 8 months of hard usage. If you don't have a Wubbanub, I strongly recommend them for babies.",2015-03-02,1.0,pacifier,0.0687370925532725,0.9410485765683916
901,2709,US,17041120,R3FHSCT2DRN56I,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,Beauty,5,0,0,N,Y,Great space saver! Dries fast!!,"Don't know the longevity of this item yet. But it's a must have for travel. On the Euro setting, low is high enough! I have lots of fine, curly medium length hair and it dried in less than 10 minutes. Yes, it's loud but worth it as a space saver and effective dryer!",2015-01-31,0.0,hair_dryer,0.9967088102174615,0.911820605482862
902,7154,US,17041120,R2W27WXKSH0BUK,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Baby,4,0,0,N,Y,Great for the price,"Great for the price. Cute activity for a baby shower. BUT the mask is garbage. Yes you have to cut everything out, but that is to be expected. Just plan on using a scarf instead of the mask...",2014-11-19,0.0,pacifier,0.03798349582887021,0.0029943416444523975
903,8850,US,17107445,R38UA5UR4EE8IE,B0017WNHYG,380013605,turbo power twin turbo 2600 hair dryer,Beauty,5,0,0,N,N,Six years of wonderful results.,I had this hair dryer for six (6) years. I'm surprised it lasted that long ...given my previous experiences with other dryers that didn't even reach a year of use. Absolutely worth the price.,2012-10-10,0.0,hair_dryer,0.9697862461339375,0.0013105312455555995
904,960,US,17107445,R28ZVQIKQ76A6M,B0019ZQJBY,943337655,"turbo power 3200 twin turbo hair dryer, 36 ounce",Beauty,5,0,0,N,Y,Five Stars,Amazing hair dryer!,2015-06-10,0.0,hair_dryer,0.25935386102555424,0.827334896223728
905,13430,US,17136387,RFH62N0FO0ZAI,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,1,2,N,Y,A must for every baby!,"We LOVE our giraffe Wubbanub!  I bought one before our baby was born to try it out, since I thought it was expensive for a pacifier.  But it's worth every penny.  It's great for keeping the pacifier close, babies love to snuggle the soft toy, and you don't lose pacifiers when your baby spits them out.  I ended up buying two more Wubbanubs because I liked this one so much!",2013-08-03,0.5,pacifier,0.8376356178746607,0.93856568864127
906,13429,US,17136387,R2RIIFGNMVKR5,B000P22YTI,508170926,wubbanub infant plush toy pacifier green frog,Baby,5,0,0,N,Y,Every Baby Needs a Wubbanub!,"My son almost exclusively uses Wubbanub pacifiers.  They are great - you can't lose them easily, and they keep the pacifier close so you can get it back in your baby's mouth quickly without digging around trying to find it after it's spit out.  I didn't believe it at first, but infants also like to hug the little toy.  Of the three Wubbanubs I have, the frog Wubbanub is my least favorite, only because it doesn't seem to be as weighted and falls off my son's chest easier than the duck or giraffe Wubbanub.  But it still works great and is very cute.",2013-08-03,0.0,pacifier,0.9368193714524071,0.9987782154461501
907,17743,US,17152863,R2DDO1DJNU5GUG,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,3,4,N,Y,Great Product,"This is great! It helps keep the pacifier near baby's mouth, which is a lifesaver when driving. Our baby also loves playing with the toy monkey.",2011-06-30,0.75,pacifier,0.25935386102555424,0.9979178848075543
908,4304,US,17152863,R5EHKVQNKGS68,B001F43JTO,997127233,wubbanub yellow duck pacifier,Baby,5,0,0,N,Y,I have had excellent experienced with multiple wub a nubs,"I have  had excellent experienced with multiple wub a nubs. Bought several for each of my kids as babies ( replacements and extras!) Easy to keep track of, unlike a small regular pacifier. Plus in the crib older babies can find it and less crying for pacis at night. When our oldest got too big for it we simply cut off the pacifier. She still sleeps with the animal. I buy these for friends having new babies. They are easy to throw in the washer as well and hold up nicely.",2015-02-26,0.0,pacifier,0.9422251454155126,0.9898521383572361
909,6645,us,17176678,r1kzcsik0yor7d,b00e4usq94,852204807,summer keep me clean disposable potty protectors,baby,4,0,0,n,y,four stars,great to have for on the go,2014-12-06,0.0,pacifier,0.660963741191525,0.9560219314708348
910,14154,US,17176678,R3VSF2XCV9YQ1O,B00BBE3U1A,943054366,"nuk air shield orthodontic pacifier ,girl, 6-18 months (pack of 2) (discontinued by manufacturer)",Baby,4,3,3,N,Y,Not color shown,"Great pacifier. However the picture shows it as pink, in reality it was one torquoise and one red. Nuk is the only brand my daughter will use",2013-06-07,1.0,pacifier,0.9741317244513665,0.00011585680614918892
911,14455,us,17250291,rvpbr9nf5svkp,b000j6cdy6,545684963,cloud b on the go travel sound machine soother,baby,5,0,0,n,y,soothi,"my grandson had colic really bad and screamed all night.  bought him this, and while they rocked him at night he listend to the little sheep.  well made, soft, very nice.",2013-04-20,0.0,pacifier,0.25935386102555424,0.059074720487686874
912,14453,us,17250291,re1me825gpr1t,b001668hei,599738630,guess how much i love you: loop rattles,baby,5,0,0,n,y,easter basket goodie!,"my littlest grandson plays with his rattle and loves it so!  nice size, and comfortable fit in baby's hand.  practical and playful!",2013-04-20,0.0,pacifier,0.6854028387652528,0.9999806500606883
913,15763,US,17293037,R8UATJ39VRX8R,B004IYAVGM,572944212,"mary meyer wubbanub pacifier, okey dokey dino",Baby,5,0,0,N,Y,Love it!,"The only thing I wish was that it was a bit heavier, but other than that the baby loves it...we ordered three more!",2012-12-08,0.0,pacifier,0.8725220966396909,0.00038515085809882286
914,15767,US,17293037,R13CDR4QSNOWI6,B004IY6AGW,572944212,wubbanub soft toy and pacifier,Baby,5,0,0,N,Y,Perfect gift,We have a few these for our son(different designs obviously) and got this for our niece...i'm sure she'll love it too!,2012-12-08,0.0,pacifier,0.8150926396479341,0.709804565759249
915,15762,US,17293037,R2BPWXDY06TO5T,B00A4WXYM0,869545112,wubbanub infant plush pacifier - limited edition set,Baby,5,0,0,N,Y,Had to buy more!,We loved the first one so much we bought three more! I just wish they were a little heavier(our boy is a moose!),2012-12-08,0.0,pacifier,0.9543067616762836,0.7447577994789087
916,2098,us,17318038,r31nyfvl63aws9,b00g9fp9qu,100754972,3 sprouts stroller organizer,baby,5,0,0,n,y,five stars,too cute !!!!,2015-05-25,0.0,pacifier,0.17899553825278597,0.9978536067444771
917,2147,us,17318038,r1vkmt0ejfy5q2,b00kwfqzmk,551430140,quilted navy and white nautical anchor theme print monogrammable 3 piece diaper bag with changing pad tote bag,baby,5,0,0,n,y,five stars,very nice!,2015-05-25,0.0,pacifier,0.17899553825278597,0.9983318968872612
918,10513,US,17362276,R19FXHNSR7F39I,B001UHN0OA,396337866,extracompact twinturbo 3500 2000 watt compact professional hair dryer,Beauty,5,17,17,N,Y,"Twinturbo 3500 2000 watt, great buy!!!","Excelente! This dryer is light, strong, it makes hair shine, cuts half of the time of drying. I'm a professional and I definetely recomend it for professionals.",2010-04-21,1.0,hair_dryer,0.999903564357216,0.9999449023551019
919,6452,US,17362276,R2XJYYWEN44Y4L,B0057HQ6C2,582752797,"pibbs ttec8012 twin turbo 3800 professional ionic and ceramic hair dryer, black, 2100 watt",Beauty,5,1,2,N,Y,Great Blow Dryer!,"I'm a professional stylist. This dryer is powerful, it works great for any type of hair. The 2 nozzles give me options to how to distribute the air flow according to the density of the hair, I really like it! Great for professionals and personal use too. You can't go wrong with Twin Turbo, they are great dryers. Thank you.",2013-12-17,0.5,hair_dryer,0.6854028387652528,0.9999811807936791
920,8092,US,17420443,RQL7ATAVWO6SU,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,Must-have for any newborn,"These are one of my go-to baby shower presents. They are not only cute, but functionally, they keep the pacifier in the baby's mouth better than most other pacifiers because they are weighted with the stuffed animal. My sister recycled these for her 4 kids and highly recommends them. When they need to be cleaned, just throw them into the washing machine with some clothes.",2014-09-29,0.0,pacifier,0.002001222152084932,0.02562913397302195
921,8097,US,17420443,R12BUJB8AS5GN9,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,Y,Must-have for any newborn,"These are one of my go-to baby shower presents.  They are not only cute, but functionally, keep the pacifier in the baby's mouth better than most other pacifiers because they are weighted with the stuffed animal.  My sister recycled these for her 4 kids and highly recommends them.  When they need to be cleaned, just throw them into the washing machine with some clothes.",2014-09-29,0.0,pacifier,0.002001222152084932,0.08050361961267796
922,91,us,17428305,r34d4arcku1ybv,b009ywon4o,690538253,prince lionheart soft booster seat,baby,5,0,1,n,y,love this! super durable (my 5yo son thrashes everything,love this!  super durable (my 5yo son thrashes everything!) and easy to wipe clean.  going to buy another one for the in-laws house.,2015-08-28,0.0,pacifier,0.9960608437307944,0.9986607755831979
923,101,US,17428305,R25DMG4XWJJ3DE,B00URNO4GG,704366834,"mustache pacifier for baby boys 6-12 months (2pcs), dlux products baby funny gentleman appease & control your child- made of bpa-free, odorless & 100% food-grade silicone according to en 1400 & us cpsc standards - makes ideal gift!",Baby,5,0,0,N,Y,My son (3 mos old) loves these and everyone gets ...,My son (3 mos old) loves these and everyone gets a kick out of seeing him with them in his mouth!  They're a hoot!  Just as durable as any other pacifier we use.,2015-08-28,0.0,pacifier,0.12256013060756911,0.8070222612337237
924,12107,US,17491084,R3CD1MWASCZP4X,B00AJF7QIK,572944212,wubbanub soft toy and pacifier,Baby,3,1,2,N,Y,Not Easy To Clean,"The idea is genius and it makes it easy for young babies to not keep losing their pacies.  That being said, since the pacie is not removable it is a challenge to clean, especially if something gets on the animal part.  We are on our second one for that reason.",2013-12-05,0.5,pacifier,0.25935386102555424,0.7102887207059246
925,13794,us,17491084,rbrf9afkjsn0c,b002zg7jq0,984610542,davinci kalani 2-in-1 mini crib and twin bed in honey oak finish,baby,3,26,33,n,y,"nice crib, but mattress pad has a warning!","i like the crib, but was very disappointed that the mattress came with a california warning stating it has carcinogens as well as can cause reproductive harm and birth defects.  i still think the crib is worth it without the pad and the pad is considered &#34;safe&#34; by many states standards, but i will not use it.  this really needed to be stated in the description so people could consider that when purchasing it.<br /><br />1 hint for putting it together i wish i had thought of: to avoid scratches when attaching the bottom piece where the mattress sits, i wish i had covered the screws with bandaids and then removed them when it was attached.<br /><br />cute, sturdy crib that is the perfect size for small spaces.",2013-07-06,0.7878787878787878,pacifier,0.9567020369724819,0.7798731331441214
926,18200,US,17579216,R3MIDN8LIT793S,B001H39FPK,456437823,"the first years soothie newborn pacifiers, boy (discontinued by manufacturer)",Baby,5,0,0,N,N,Soothing Soothie,"Our son was born in April of 2010 and LOVEs these binkies (what we call them)...he won't take any other brand, trust me I tried.  The others just seem to gag him.  I breastfeed him and we don't have any issues with nipple confusion and never had a nursing strike.  He does take bottles of breastmilk but only from time to time.  These are the binkies the hospitals hand out when you give birth and I love them.  DS#1 never took a binkie so we weren't sure what to use for our new son but these have been a godsend in the car and for times when he just wants to be cuddled but not eat.",2010-08-13,0.0,pacifier,0.25935386102555424,0.00016805014584567255
927,18199,US,17579216,R25PZEXECVQNKZ,B001G4YULO,531834407,the first years gumdrop pacifier wipes,Baby,3,2,2,N,N,great for travel,I bought these for our son's (4 months)pacifiers and small toys.  We travel alot and are at A LOT of outdoor events that don't always have a convenient place to wash dropped items off.  The wipes are small and will clean a binkie or a small toy but not much else.  They do leave a bit of an after taste on the items.  The package fits well in the diaper bag and has a great closure on it so that the wipes don't dry out.  I think a baby wipe would probably do the same job as these wipes but I do like them...not sure I will buy another pack though,2010-08-13,1.0,pacifier,0.9922000502478244,0.06845943448450555
928,4022,us,17591732,r2wh6zqyy82a59,b00bqegvmu,780558470,tommee tippee closer to nature anti-colic bottle,baby,5,7,7,n,y,"easy to clean, travel well, and comfortable!","finally! of all the random products i have not cared too much about over the years, bibs have been a cause of annoyance for me! the cloth ones stain, and some of the &#34;waterproof&#34; ones start to smell moldy after a little. i tried the baby bjorn ones, but those were so stiff they felt like body armor. these are soft silicone, so they sit comfortably on my toddler and they roll up easily to go in the diaper bag. i simply rinse it after use or use a napkin to wipe it down. the pocket is absolutely essential and catches food and milk with every meal. my only complaint is that it doesn't quite get tight enough around the neck, so sometimes food will still dirty her collar. also, the clasps sometimes come undone while she is eating.",2015-03-06,1.0,pacifier,0.999304479881501,0.00821449913068539
